1,2,3,4,5,6,7,8,9,10
0.235,0.286,0.243,0.255,0.235,0.255,0.204,0.22,0.251,0.251
0.286,0.243,0.129,0.235,0.255,0.165,0.22,0.251,0.251,0.251
0.243,0.129,0.353,0.255,0.165,0.494,0.251,0.251,0.651,0.125
0.129,0.353,0.51,0.165,0.494,0.643,0.251,0.651,0.576,0.502
0.353,0.51,0.686,0.494,0.643,0.592,0.651,0.576,0.631,0.627
0.51,0.686,0.553,0.643,0.592,0.682,0.576,0.631,0.702,0.627
0.686,0.553,0.639,0.592,0.682,0.612,0.631,0.702,0.6,0.627
0.553,0.639,0.251,0.682,0.612,0.227,0.702,0.6,0.616,0.627
0.639,0.251,1.0,0.612,0.227,0.608,0.6,0.616,0.643,0.627
0.251,1.0,0.616,0.227,0.608,0.631,0.616,0.643,0.6,0.627
1.0,0.616,0.278,0.608,0.631,0.631,0.643,0.6,0.639,0.627
0.616,0.278,0.608,0.631,0.631,0.58,0.6,0.639,0.604,0.627
0.278,0.608,0.443,0.631,0.58,0.655,0.639,0.604,0.608,0.627
0.608,0.443,0.851,0.58,0.655,0.69,0.604,0.608,0.463,0.627
0.443,0.851,0.627,0.655,0.69,0.459,0.608,0.463,0.494,0.627
0.373,0.361,0.333,0.345,0.435,0.333,0.451,0.0,0.412,0.376
0.361,0.333,0.388,0.435,0.333,0.4,0.0,0.412,0.8,0.376
0.333,0.388,0.647,0.333,0.4,0.62,0.412,0.8,0.588,0.376
0.388,0.647,0.694,0.4,0.62,0.365,0.8,0.588,1.0,0.627
0.647,0.694,0.749,0.62,0.365,0.761,0.588,1.0,0.718,0.753
0.694,0.749,0.545,0.365,0.761,0.631,1.0,0.718,0.514,0.753
0.749,0.545,0.239,0.761,0.631,0.286,0.718,0.514,0.22,0.627
0.545,0.239,0.443,0.631,0.286,0.322,0.514,0.22,0.424,0.251
0.239,0.443,0.325,0.286,0.322,0.408,0.22,0.424,0.369,0.376
0.443,0.325,0.424,0.322,0.408,0.02,0.424,0.369,0.396,0.376
0.325,0.424,0.361,0.408,0.02,0.349,0.369,0.396,0.337,0.376
0.424,0.361,0.376,0.02,0.349,0.463,0.396,0.337,0.525,0.376
0.361,0.376,0.467,0.349,0.463,0.698,0.337,0.525,0.922,0.502
0.376,0.467,0.631,0.463,0.698,0.973,0.525,0.922,0.522,0.627
0.467,0.631,0.412,0.698,0.973,0.506,0.922,0.522,0.231,0.627
0.631,0.412,0.369,0.973,0.506,0.263,0.522,0.231,0.227,0.502
0.412,0.369,0.357,0.506,0.263,0.275,0.231,0.227,0.224,0.251
0.369,0.357,0.278,0.263,0.275,0.345,0.227,0.224,0.314,0.251
0.357,0.278,0.227,0.275,0.345,0.404,0.224,0.314,0.478,0.376
0.278,0.227,0.376,0.345,0.404,0.169,0.314,0.478,0.118,0.376
0.227,0.376,0.098,0.404,0.169,0.165,0.478,0.118,0.361,0.125
0.376,0.098,0.031,0.169,0.165,0.188,0.118,0.361,0.22,0.251
0.098,0.031,0.227,0.165,0.188,0.808,0.361,0.22,0.118,0.125
0.031,0.227,0.208,0.188,0.808,0.216,0.22,0.118,0.153,0.376
0.227,0.208,0.157,0.808,0.216,0.02,0.118,0.153,0.278,0.251
0.208,0.157,0.267,0.216,0.02,0.855,0.153,0.278,0.643,0.0
0.157,0.267,0.675,0.02,0.855,0.741,0.278,0.643,0.831,0.502
0.267,0.675,0.702,0.855,0.741,1.0,0.643,0.831,0.694,0.753
0.675,0.702,0.584,0.741,1.0,0.627,0.831,0.694,0.392,0.753
0.702,0.584,0.784,1.0,0.627,0.255,0.694,0.392,0.094,0.627
0.584,0.784,0.498,0.627,0.255,0.133,0.392,0.094,0.353,0.251
0.784,0.498,0.502,0.255,0.133,0.231,0.094,0.353,0.165,0.125
0.498,0.502,0.435,0.133,0.231,0.169,0.353,0.165,0.671,0.125
0.502,0.435,0.271,0.231,0.169,0.282,0.165,0.671,0.365,0.251
0.435,0.271,0.502,0.169,0.282,0.49,0.671,0.365,0.349,0.251
0.271,0.502,0.635,0.282,0.49,0.553,0.365,0.349,0.867,0.502
0.502,0.635,0.776,0.49,0.553,0.631,0.349,0.867,0.969,0.502
0.635,0.776,0.973,0.553,0.631,0.804,0.867,0.969,0.788,0.627
0.776,0.973,0.765,0.631,0.804,0.522,0.969,0.788,0.251,0.753
0.973,0.765,0.988,0.804,0.522,0.267,0.788,0.251,0.31,0.502
0.765,0.988,0.361,0.522,0.267,0.125,0.251,0.31,0.514,0.251
0.988,0.361,0.325,0.267,0.125,0.243,0.31,0.514,0.188,0.125
0.361,0.325,0.075,0.125,0.243,0.09,0.514,0.188,0.145,0.251
0.325,0.075,0.42,0.243,0.09,0.075,0.188,0.145,0.294,0.125
0.075,0.42,0.38,0.09,0.075,0.486,0.145,0.294,0.102,0.376
0.42,0.38,0.255,0.075,0.486,0.204,0.294,0.102,0.341,0.502
0.38,0.255,0.235,0.486,0.204,0.22,0.102,0.341,0.29,0.251
0.255,0.235,0.255,0.204,0.22,0.251,0.341,0.29,0.09,0.251
0.235,0.255,0.165,0.22,0.251,0.251,0.29,0.09,0.42,0.251
0.255,0.165,0.494,0.251,0.251,0.651,0.09,0.42,0.584,0.251
0.165,0.494,0.643,0.251,0.651,0.576,0.42,0.584,0.635,0.627
0.494,0.643,0.592,0.651,0.576,0.631,0.584,0.635,0.671,0.627
0.643,0.592,0.682,0.576,0.631,0.702,0.635,0.671,0.545,0.627
0.592,0.682,0.612,0.631,0.702,0.6,0.671,0.545,0.624,0.627
0.682,0.612,0.227,0.702,0.6,0.616,0.545,0.624,0.647,0.627
0.612,0.227,0.608,0.6,0.616,0.643,0.624,0.647,0.612,0.627
0.227,0.608,0.631,0.616,0.643,0.6,0.647,0.612,0.667,0.627
0.608,0.631,0.631,0.643,0.6,0.639,0.612,0.667,0.208,0.627
0.631,0.631,0.58,0.6,0.639,0.604,0.667,0.208,0.635,0.627
0.631,0.58,0.655,0.639,0.604,0.608,0.208,0.635,0.463,0.627
0.58,0.655,0.69,0.604,0.608,0.463,0.635,0.463,0.565,0.627
0.655,0.69,0.459,0.608,0.463,0.494,0.463,0.565,0.455,0.502
0.345,0.435,0.333,0.451,0.0,0.412,0.38,0.376,0.329,0.376
0.435,0.333,0.4,0.0,0.412,0.8,0.376,0.329,0.408,0.376
0.333,0.4,0.62,0.412,0.8,0.588,0.329,0.408,0.655,0.376
0.4,0.62,0.365,0.8,0.588,1.0,0.408,0.655,0.765,0.627
0.62,0.365,0.761,0.588,1.0,0.718,0.655,0.765,0.776,0.753
0.365,0.761,0.631,1.0,0.718,0.514,0.765,0.776,0.608,0.753
0.761,0.631,0.286,0.718,0.514,0.22,0.776,0.608,0.396,0.502
0.631,0.286,0.322,0.514,0.22,0.424,0.608,0.396,0.369,0.251
0.286,0.322,0.408,0.22,0.424,0.369,0.396,0.369,0.498,0.376
0.322,0.408,0.02,0.424,0.369,0.396,0.369,0.498,0.247,0.376
0.408,0.02,0.349,0.369,0.396,0.337,0.498,0.247,0.42,0.376
0.02,0.349,0.463,0.396,0.337,0.525,0.247,0.42,0.596,0.376
0.349,0.463,0.698,0.337,0.525,0.922,0.42,0.596,0.714,0.502
0.463,0.698,0.973,0.525,0.922,0.522,0.596,0.714,0.227,0.753
0.698,0.973,0.506,0.922,0.522,0.231,0.714,0.227,0.314,0.502
0.973,0.506,0.263,0.522,0.231,0.227,0.227,0.314,0.251,0.251
0.506,0.263,0.275,0.231,0.227,0.224,0.314,0.251,0.0,0.251
0.263,0.275,0.345,0.227,0.224,0.314,0.251,0.0,0.365,0.251
0.275,0.345,0.404,0.224,0.314,0.478,0.0,0.365,0.467,0.251
0.345,0.404,0.169,0.314,0.478,0.118,0.365,0.467,0.698,0.502
0.404,0.169,0.165,0.478,0.118,0.361,0.467,0.698,0.063,0.125
0.169,0.165,0.188,0.118,0.361,0.22,0.698,0.063,0.271,0.251
0.165,0.188,0.808,0.361,0.22,0.118,0.063,0.271,0.514,0.251
0.188,0.808,0.216,0.22,0.118,0.153,0.271,0.514,0.545,0.125
0.808,0.216,0.02,0.118,0.153,0.278,0.514,0.545,0.635,0.125
0.216,0.02,0.855,0.153,0.278,0.643,0.545,0.635,0.945,0.251
0.02,0.855,0.741,0.278,0.643,0.831,0.635,0.945,0.71,0.627
0.855,0.741,1.0,0.643,0.831,0.694,0.945,0.71,0.42,0.753
0.741,1.0,0.627,0.831,0.694,0.392,0.71,0.42,0.49,0.753
1.0,0.627,0.255,0.694,0.392,0.094,0.42,0.49,0.569,0.376
0.627,0.255,0.133,0.392,0.094,0.353,0.49,0.569,0.518,0.125
0.255,0.133,0.231,0.094,0.353,0.165,0.569,0.518,0.671,0.376
0.133,0.231,0.169,0.353,0.165,0.671,0.518,0.671,0.565,0.251
0.231,0.169,0.282,0.165,0.671,0.365,0.671,0.565,0.663,1.0
0.169,0.282,0.49,0.671,0.365,0.349,0.565,0.663,0.533,0.376
0.282,0.49,0.553,0.365,0.349,0.867,0.663,0.533,0.565,0.376
0.49,0.553,0.631,0.349,0.867,0.969,0.533,0.565,0.376,0.502
0.553,0.631,0.804,0.867,0.969,0.788,0.565,0.376,0.588,0.753
0.631,0.804,0.522,0.969,0.788,0.251,0.376,0.588,0.486,0.753
0.804,0.522,0.267,0.788,0.251,0.31,0.588,0.486,0.682,0.251
0.522,0.267,0.125,0.251,0.31,0.514,0.486,0.682,0.322,0.376
0.267,0.125,0.243,0.31,0.514,0.188,0.682,0.322,0.227,0.502
0.125,0.243,0.09,0.514,0.188,0.145,0.322,0.227,0.176,0.125
0.243,0.09,0.075,0.188,0.145,0.294,0.227,0.176,0.259,0.125
0.09,0.075,0.486,0.145,0.294,0.102,0.176,0.259,0.51,0.376
0.075,0.486,0.204,0.294,0.102,0.341,0.259,0.51,0.2,0.502
0.486,0.204,0.22,0.102,0.341,0.29,0.51,0.2,0.106,0.251
0.204,0.22,0.251,0.341,0.29,0.09,0.2,0.106,0.286,0.251
0.22,0.251,0.251,0.29,0.09,0.42,0.106,0.286,0.435,0.125
0.251,0.251,0.651,0.09,0.42,0.584,0.286,0.435,0.271,0.376
0.251,0.651,0.576,0.42,0.584,0.635,0.435,0.271,0.635,0.627
0.651,0.576,0.631,0.584,0.635,0.671,0.271,0.635,0.643,0.627
0.576,0.631,0.702,0.635,0.671,0.545,0.635,0.643,0.655,0.627
0.631,0.702,0.6,0.671,0.545,0.624,0.643,0.655,0.616,0.627
0.702,0.6,0.616,0.545,0.624,0.647,0.655,0.616,0.608,0.627
0.6,0.616,0.643,0.624,0.647,0.612,0.616,0.608,0.678,0.627
0.616,0.643,0.6,0.647,0.612,0.667,0.608,0.678,0.58,0.627
0.643,0.6,0.639,0.612,0.667,0.208,0.678,0.58,0.529,0.627
0.6,0.639,0.604,0.667,0.208,0.635,0.58,0.529,0.914,0.627
0.639,0.604,0.608,0.208,0.635,0.463,0.529,0.914,0.439,0.627
0.604,0.608,0.463,0.635,0.463,0.565,0.914,0.439,0.651,0.502
0.608,0.463,0.494,0.463,0.565,0.455,0.439,0.651,0.725,0.502
0.451,0.0,0.412,0.38,0.376,0.329,0.027,0.408,0.208,0.376
0.0,0.412,0.8,0.376,0.329,0.408,0.408,0.208,0.353,0.376
0.412,0.8,0.588,0.329,0.408,0.655,0.208,0.353,0.588,0.376
0.8,0.588,1.0,0.408,0.655,0.765,0.353,0.588,0.749,0.627
0.588,1.0,0.718,0.655,0.765,0.776,0.588,0.749,0.749,0.753
1.0,0.718,0.514,0.765,0.776,0.608,0.749,0.749,0.608,0.753
0.718,0.514,0.22,0.776,0.608,0.396,0.749,0.608,0.251,0.627
0.514,0.22,0.424,0.608,0.396,0.369,0.608,0.251,0.349,0.376
0.22,0.424,0.369,0.396,0.369,0.498,0.251,0.349,0.384,0.376
0.424,0.369,0.396,0.369,0.498,0.247,0.349,0.384,0.518,0.502
0.369,0.396,0.337,0.498,0.247,0.42,0.384,0.518,0.51,0.251
0.396,0.337,0.525,0.247,0.42,0.596,0.518,0.51,0.227,0.376
0.337,0.525,0.922,0.42,0.596,0.714,0.51,0.227,0.122,0.627
0.525,0.922,0.522,0.596,0.714,0.227,0.227,0.122,0.259,0.627
0.922,0.522,0.231,0.714,0.227,0.314,0.122,0.259,0.451,0.251
0.522,0.231,0.227,0.227,0.314,0.251,0.259,0.451,0.271,0.251
0.231,0.227,0.224,0.314,0.251,0.0,0.451,0.271,0.039,0.251
0.227,0.224,0.314,0.251,0.0,0.365,0.271,0.039,0.373,0.251
0.224,0.314,0.478,0.0,0.365,0.467,0.039,0.373,0.42,0.376
0.314,0.478,0.118,0.365,0.467,0.698,0.373,0.42,0.235,0.502
0.478,0.118,0.361,0.467,0.698,0.063,0.42,0.235,0.188,0.251
0.118,0.361,0.22,0.698,0.063,0.271,0.235,0.188,0.094,0.125
0.361,0.22,0.118,0.063,0.271,0.514,0.188,0.094,0.118,0.251
0.22,0.118,0.153,0.271,0.514,0.545,0.094,0.118,0.447,0.125
0.118,0.153,0.278,0.514,0.545,0.635,0.118,0.447,0.557,0.125
0.153,0.278,0.643,0.545,0.635,0.945,0.447,0.557,0.792,0.627
0.278,0.643,0.831,0.635,0.945,0.71,0.557,0.792,0.376,0.753
0.643,0.831,0.694,0.945,0.71,0.42,0.792,0.376,0.435,0.753
0.831,0.694,0.392,0.71,0.42,0.49,0.376,0.435,0.639,0.376
0.694,0.392,0.094,0.42,0.49,0.569,0.435,0.639,0.569,0.502
0.392,0.094,0.353,0.49,0.569,0.518,0.639,0.569,0.98,0.502
0.094,0.353,0.165,0.569,0.518,0.671,0.569,0.98,0.694,0.502
0.353,0.165,0.671,0.518,0.671,0.565,0.98,0.694,0.584,0.627
0.165,0.671,0.365,0.671,0.565,0.663,0.694,0.584,0.957,0.627
0.671,0.365,0.349,0.565,0.663,0.533,0.584,0.957,0.518,0.627
0.365,0.349,0.867,0.663,0.533,0.565,0.957,0.518,0.463,0.502
0.349,0.867,0.969,0.533,0.565,0.376,0.518,0.463,0.294,0.502
0.867,0.969,0.788,0.565,0.376,0.588,0.463,0.294,0.796,0.753
0.969,0.788,0.251,0.376,0.588,0.486,0.294,0.796,0.6,0.627
0.788,0.251,0.31,0.588,0.486,0.682,0.796,0.6,0.502,0.502
0.251,0.31,0.514,0.486,0.682,0.322,0.6,0.502,0.424,0.627
0.31,0.514,0.188,0.682,0.322,0.227,0.502,0.424,0.235,0.376
0.514,0.188,0.145,0.322,0.227,0.176,0.424,0.235,0.106,0.251
0.188,0.145,0.294,0.227,0.176,0.259,0.235,0.106,0.714,0.125
0.145,0.294,0.102,0.176,0.259,0.51,0.106,0.714,0.541,0.251
0.294,0.102,0.341,0.259,0.51,0.2,0.714,0.541,0.278,0.502
0.102,0.341,0.29,0.51,0.2,0.106,0.541,0.278,0.153,0.251
0.341,0.29,0.09,0.2,0.106,0.286,0.278,0.153,0.259,0.125
0.29,0.09,0.42,0.106,0.286,0.435,0.153,0.259,0.851,0.251
0.09,0.42,0.584,0.286,0.435,0.271,0.259,0.851,0.608,0.502
0.42,0.584,0.635,0.435,0.271,0.635,0.851,0.608,0.631,0.627
0.584,0.635,0.671,0.271,0.635,0.643,0.608,0.631,0.576,0.627
0.635,0.671,0.545,0.635,0.643,0.655,0.631,0.576,0.631,0.627
0.671,0.545,0.624,0.643,0.655,0.616,0.576,0.631,0.655,0.627
0.545,0.624,0.647,0.655,0.616,0.608,0.631,0.655,0.639,0.627
0.624,0.647,0.612,0.616,0.608,0.678,0.655,0.639,0.576,0.627
0.647,0.612,0.667,0.608,0.678,0.58,0.639,0.576,0.518,0.627
0.612,0.667,0.208,0.678,0.58,0.529,0.576,0.518,0.129,0.627
0.667,0.208,0.635,0.58,0.529,0.914,0.518,0.129,0.592,0.502
0.208,0.635,0.463,0.529,0.914,0.439,0.129,0.592,0.714,0.502
0.635,0.463,0.565,0.914,0.439,0.651,0.592,0.714,0.733,0.502
0.463,0.565,0.455,0.439,0.651,0.725,0.714,0.733,0.718,0.627
0.38,0.376,0.329,0.027,0.408,0.208,0.329,0.322,0.298,0.376
0.376,0.329,0.408,0.408,0.208,0.353,0.322,0.298,0.333,0.251
0.329,0.408,0.655,0.208,0.353,0.588,0.298,0.333,0.635,0.376
0.408,0.655,0.765,0.353,0.588,0.749,0.333,0.635,0.761,0.627
0.655,0.765,0.776,0.588,0.749,0.749,0.635,0.761,0.796,0.753
0.765,0.776,0.608,0.749,0.749,0.608,0.761,0.796,0.631,0.753
0.776,0.608,0.396,0.749,0.608,0.251,0.796,0.631,0.263,0.627
0.608,0.396,0.369,0.608,0.251,0.349,0.631,0.263,0.463,0.251
0.396,0.369,0.498,0.251,0.349,0.384,0.263,0.463,0.51,0.376
0.369,0.498,0.247,0.349,0.384,0.518,0.463,0.51,0.494,0.376
0.498,0.247,0.42,0.384,0.518,0.51,0.51,0.494,0.373,0.502
0.247,0.42,0.596,0.518,0.51,0.227,0.494,0.373,0.251,0.502
0.42,0.596,0.714,0.51,0.227,0.122,0.373,0.251,0.31,0.251
0.596,0.714,0.227,0.227,0.122,0.259,0.251,0.31,0.337,0.125
0.714,0.227,0.314,0.122,0.259,0.451,0.31,0.337,0.396,0.251
0.227,0.314,0.251,0.259,0.451,0.271,0.337,0.396,0.145,0.502
0.314,0.251,0.0,0.451,0.271,0.039,0.396,0.145,0.267,0.251
0.251,0.0,0.365,0.271,0.039,0.373,0.145,0.267,0.349,0.251
0.0,0.365,0.467,0.039,0.373,0.42,0.267,0.349,0.337,0.376
0.365,0.467,0.698,0.373,0.42,0.235,0.349,0.337,0.745,0.376
0.467,0.698,0.063,0.42,0.235,0.188,0.337,0.745,0.0,0.251
0.698,0.063,0.271,0.235,0.188,0.094,0.745,0.0,0.184,0.125
0.063,0.271,0.514,0.188,0.094,0.118,0.0,0.184,0.267,0.125
0.271,0.514,0.545,0.094,0.118,0.447,0.184,0.267,0.518,0.125
0.514,0.545,0.635,0.118,0.447,0.557,0.267,0.518,0.322,0.376
0.545,0.635,0.945,0.447,0.557,0.792,0.518,0.322,0.259,0.627
0.635,0.945,0.71,0.557,0.792,0.376,0.322,0.259,0.518,0.753
0.945,0.71,0.42,0.792,0.376,0.435,0.259,0.518,0.522,0.376
0.71,0.42,0.49,0.376,0.435,0.639,0.518,0.522,0.69,0.502
0.42,0.49,0.569,0.435,0.639,0.569,0.522,0.69,0.675,0.627
0.49,0.569,0.518,0.639,0.569,0.98,0.69,0.675,0.741,0.627
0.569,0.518,0.671,0.569,0.98,0.694,0.675,0.741,0.729,0.627
0.518,0.671,0.565,0.98,0.694,0.584,0.741,0.729,0.757,0.627
0.671,0.565,0.663,0.694,0.584,0.957,0.729,0.757,0.651,0.627
0.565,0.663,0.533,0.584,0.957,0.518,0.757,0.651,0.894,0.627
0.663,0.533,0.565,0.957,0.518,0.463,0.651,0.894,0.584,0.502
0.533,0.565,0.376,0.518,0.463,0.294,0.894,0.584,0.608,0.502
0.565,0.376,0.588,0.463,0.294,0.796,0.584,0.608,0.824,0.753
0.376,0.588,0.486,0.294,0.796,0.6,0.608,0.824,0.655,0.753
0.588,0.486,0.682,0.796,0.6,0.502,0.824,0.655,0.506,0.627
0.486,0.682,0.322,0.6,0.502,0.424,0.655,0.506,0.125,0.502
0.682,0.322,0.227,0.502,0.424,0.235,0.506,0.125,0.318,0.376
0.322,0.227,0.176,0.424,0.235,0.106,0.125,0.318,1.0,0.251
0.227,0.176,0.259,0.235,0.106,0.714,0.318,1.0,0.251,0.125
0.176,0.259,0.51,0.106,0.714,0.541,1.0,0.251,0.647,0.251
0.259,0.51,0.2,0.714,0.541,0.278,0.251,0.647,0.141,0.627
0.51,0.2,0.106,0.541,0.278,0.153,0.647,0.141,0.063,0.251
0.2,0.106,0.286,0.278,0.153,0.259,0.141,0.063,0.373,0.125
0.106,0.286,0.435,0.153,0.259,0.851,0.063,0.373,0.737,0.251
0.286,0.435,0.271,0.259,0.851,0.608,0.373,0.737,0.58,0.502
0.435,0.271,0.635,0.851,0.608,0.631,0.737,0.58,0.675,0.627
0.271,0.635,0.643,0.608,0.631,0.576,0.58,0.675,0.612,0.627
0.635,0.643,0.655,0.631,0.576,0.631,0.675,0.612,0.62,0.627
0.643,0.655,0.616,0.576,0.631,0.655,0.612,0.62,0.62,0.627
0.655,0.616,0.608,0.631,0.655,0.639,0.62,0.62,0.663,0.627
0.616,0.608,0.678,0.655,0.639,0.576,0.62,0.663,0.565,0.627
0.608,0.678,0.58,0.639,0.576,0.518,0.663,0.565,0.424,0.627
0.678,0.58,0.529,0.576,0.518,0.129,0.565,0.424,0.616,0.502
0.58,0.529,0.914,0.518,0.129,0.592,0.424,0.616,0.765,0.502
0.529,0.914,0.439,0.129,0.592,0.714,0.616,0.765,0.784,0.627
0.914,0.439,0.651,0.592,0.714,0.733,0.765,0.784,0.675,0.753
0.439,0.651,0.725,0.714,0.733,0.718,0.784,0.675,0.733,0.753
0.027,0.408,0.208,0.329,0.322,0.298,0.016,0.267,0.247,0.376
0.408,0.208,0.353,0.322,0.298,0.333,0.267,0.247,0.357,0.251
0.208,0.353,0.588,0.298,0.333,0.635,0.247,0.357,0.635,0.376
0.353,0.588,0.749,0.333,0.635,0.761,0.357,0.635,0.722,0.627
0.588,0.749,0.749,0.635,0.761,0.796,0.635,0.722,0.741,0.753
0.749,0.749,0.608,0.761,0.796,0.631,0.722,0.741,0.624,0.753
0.749,0.608,0.251,0.796,0.631,0.263,0.741,0.624,0.208,0.627
0.608,0.251,0.349,0.631,0.263,0.463,0.624,0.208,0.373,0.251
0.251,0.349,0.384,0.263,0.463,0.51,0.208,0.373,0.408,0.376
0.349,0.384,0.518,0.463,0.51,0.494,0.373,0.408,0.447,0.502
0.384,0.518,0.51,0.51,0.494,0.373,0.408,0.447,0.816,0.502
0.518,0.51,0.227,0.494,0.373,0.251,0.447,0.816,0.341,0.376
0.51,0.227,0.122,0.373,0.251,0.31,0.816,0.341,0.255,0.251
0.227,0.122,0.259,0.251,0.31,0.337,0.341,0.255,0.412,0.251
0.122,0.259,0.451,0.31,0.337,0.396,0.255,0.412,0.251,0.376
0.259,0.451,0.271,0.337,0.396,0.145,0.412,0.251,0.153,0.376
0.451,0.271,0.039,0.396,0.145,0.267,0.251,0.153,0.114,0.125
0.271,0.039,0.373,0.145,0.267,0.349,0.153,0.114,0.31,0.251
0.039,0.373,0.42,0.267,0.349,0.337,0.114,0.31,0.176,0.376
0.373,0.42,0.235,0.349,0.337,0.745,0.31,0.176,0.549,0.376
0.42,0.235,0.188,0.337,0.745,0.0,0.176,0.549,0.247,0.376
0.235,0.188,0.094,0.745,0.0,0.184,0.549,0.247,0.0,0.125
0.188,0.094,0.118,0.0,0.184,0.267,0.247,0.0,0.369,0.125
0.094,0.118,0.447,0.184,0.267,0.518,0.0,0.369,0.737,0.251
0.118,0.447,0.557,0.267,0.518,0.322,0.369,0.737,0.545,0.502
0.447,0.557,0.792,0.518,0.322,0.259,0.737,0.545,0.22,0.753
0.557,0.792,0.376,0.322,0.259,0.518,0.545,0.22,0.514,0.251
0.792,0.376,0.435,0.259,0.518,0.522,0.22,0.514,0.463,0.502
0.376,0.435,0.639,0.518,0.522,0.69,0.514,0.463,0.584,0.502
0.435,0.639,0.569,0.522,0.69,0.675,0.463,0.584,0.624,0.627
0.639,0.569,0.98,0.69,0.675,0.741,0.584,0.624,0.82,0.627
0.569,0.98,0.694,0.675,0.741,0.729,0.624,0.82,0.745,0.753
0.98,0.694,0.584,0.741,0.729,0.757,0.82,0.745,0.655,0.753
0.694,0.584,0.957,0.729,0.757,0.651,0.745,0.655,0.608,0.753
0.584,0.957,0.518,0.757,0.651,0.894,0.655,0.608,0.475,0.627
0.957,0.518,0.463,0.651,0.894,0.584,0.608,0.475,0.812,0.502
0.518,0.463,0.294,0.894,0.584,0.608,0.475,0.812,0.627,0.502
0.463,0.294,0.796,0.584,0.608,0.824,0.812,0.627,0.8,0.627
0.294,0.796,0.6,0.608,0.824,0.655,0.627,0.8,0.639,0.753
0.796,0.6,0.502,0.824,0.655,0.506,0.8,0.639,0.541,0.627
0.6,0.502,0.424,0.655,0.506,0.125,0.639,0.541,0.518,0.502
0.502,0.424,0.235,0.506,0.125,0.318,0.541,0.518,0.318,0.502
0.424,0.235,0.106,0.125,0.318,1.0,0.518,0.318,0.227,0.376
0.235,0.106,0.714,0.318,1.0,0.251,0.318,0.227,0.075,0.251
0.106,0.714,0.541,1.0,0.251,0.647,0.227,0.075,0.839,0.251
0.714,0.541,0.278,0.251,0.647,0.141,0.075,0.839,0.098,0.627
0.541,0.278,0.153,0.647,0.141,0.063,0.839,0.098,0.133,0.125
0.278,0.153,0.259,0.141,0.063,0.373,0.098,0.133,0.475,0.125
0.153,0.259,0.851,0.063,0.373,0.737,0.133,0.475,0.557,0.376
0.259,0.851,0.608,0.373,0.737,0.58,0.475,0.557,0.62,0.627
0.851,0.608,0.631,0.737,0.58,0.675,0.557,0.62,0.584,0.627
0.608,0.631,0.576,0.58,0.675,0.612,0.62,0.584,0.702,0.627
0.631,0.576,0.631,0.675,0.612,0.62,0.584,0.702,1.0,0.627
0.576,0.631,0.655,0.612,0.62,0.62,0.702,1.0,0.608,0.627
0.631,0.655,0.639,0.62,0.62,0.663,1.0,0.608,0.596,0.627
0.655,0.639,0.576,0.62,0.663,0.565,0.608,0.596,0.447,0.627
0.639,0.576,0.518,0.663,0.565,0.424,0.596,0.447,0.89,0.502
0.576,0.518,0.129,0.565,0.424,0.616,0.447,0.89,0.349,0.502
0.518,0.129,0.592,0.424,0.616,0.765,0.89,0.349,0.714,0.627
0.129,0.592,0.714,0.616,0.765,0.784,0.349,0.714,0.686,0.753
0.592,0.714,0.733,0.765,0.784,0.675,0.714,0.686,0.757,0.753
0.714,0.733,0.718,0.784,0.675,0.733,0.686,0.757,0.765,0.753
0.329,0.322,0.298,0.016,0.267,0.247,0.255,0.231,0.631,0.251
0.322,0.298,0.333,0.267,0.247,0.357,0.231,0.631,0.282,0.251
0.298,0.333,0.635,0.247,0.357,0.635,0.631,0.282,0.616,0.376
0.333,0.635,0.761,0.357,0.635,0.722,0.282,0.616,0.655,0.627
0.635,0.761,0.796,0.635,0.722,0.741,0.616,0.655,0.761,0.753
0.761,0.796,0.631,0.722,0.741,0.624,0.655,0.761,0.62,0.753
0.796,0.631,0.263,0.741,0.624,0.208,0.761,0.62,0.318,0.627
0.631,0.263,0.463,0.624,0.208,0.373,0.62,0.318,0.514,0.251
0.263,0.463,0.51,0.208,0.373,0.408,0.318,0.514,0.455,0.376
0.463,0.51,0.494,0.373,0.408,0.447,0.514,0.455,0.694,0.376
0.51,0.494,0.373,0.408,0.447,0.816,0.455,0.694,0.498,0.376
0.494,0.373,0.251,0.447,0.816,0.341,0.694,0.498,0.282,0.376
0.373,0.251,0.31,0.816,0.341,0.255,0.498,0.282,0.725,0.376
0.251,0.31,0.337,0.341,0.255,0.412,0.282,0.725,0.514,0.251
0.31,0.337,0.396,0.255,0.412,0.251,0.725,0.514,0.635,0.376
0.337,0.396,0.145,0.412,0.251,0.153,0.514,0.635,0.267,0.251
0.396,0.145,0.267,0.251,0.153,0.114,0.635,0.267,0.122,0.125
0.145,0.267,0.349,0.153,0.114,0.31,0.267,0.122,0.196,0.125
0.267,0.349,0.337,0.114,0.31,0.176,0.122,0.196,0.255,0.251
0.349,0.337,0.745,0.31,0.176,0.549,0.196,0.255,0.596,0.125
0.337,0.745,0.0,0.176,0.549,0.247,0.255,0.596,0.008,0.502
0.745,0.0,0.184,0.549,0.247,0.0,0.596,0.008,0.169,0.251
0.0,0.184,0.267,0.247,0.0,0.369,0.008,0.169,0.678,0.0
0.184,0.267,0.518,0.0,0.369,0.737,0.169,0.678,0.298,0.376
